EEG
0
0
0
0
0
0
0
0
0
0
0
0
0
0
160
138
80
-61
-17
4
55
35
-37
-23
-21
8
-41
-39
17
64
51
-2
57
85
29
4
42
97
64
75
41
69
104
104
104
81
103
112
52
21
86
104
64
58
85
83
7
-4
-18
32
70
18
36
52
77
39
7
18
32
44
42
54
73
81
124
44
84
115
71
71
100
117
87
1
54
70
38
88
35
35
75
32
-7
-11
67
85
19
-3
-7
24
56
2
32
54
52
58
6
75
58
-9
-6
74
65
37
-6
9
69
59
42
10
59
123
121
51
50
122
124
128
169
265
296
261
205
201
148
53
24
-42
7
25
-1
-1
-1
-27
-14
-5
-8
-2
-118
-114
-51
-11
-69
-50
-13
9
-6
-12
68
53
17
7
38
20
16
26
35
52
68
37
-1
36
85
52
22
16
43
21
-29
-20
10
-1
-51
11
-19
8
-81
-125
-178
-121
-184
-225
-188
-141
-97
-73
-4
67
135
149
135
202
234
184
184
184
228
266
210
160
199
156
151
98
140
149
75
44
50
84
90
-8
28
73
-1
99
192
214
208
90
60
83
53
17
8
51
77
58
58
58
74
120
2
42
80
75
13
38
18
84
41
-7
34
-4
-24
-40
35
37
12
-11
1
29
42
12
-1
44
36
34
6
-12
55
45
71
3
87
69
16
8
38
42
38
-7
-4
69
60
57
37
40
129
96
56
59
85
98
36
27
49
74
35
68
21
74
40
39
-17
77
69
40
44
65
93
66
7
21
20
56
58
8
29
87
44
13
53
76
76
8
37
71
74
74
17
115
69
3
23
49
49
49
41
32
81
0
-17
-8
25
32
-2
2
71
60
53
4
17
121
182
182
317
450
422
387
438
505
582
763
765
698
706
634
578
522
444
376
305
260
261
230
187
123
98
53
68
-5
-86
-166
-285
-551
-875
-1066
-1224
-1218
-1309
-1347
-1290
-1181
-1107
-1062
-914
-740
-493
-373
-279
-100
18
28
136
219
229
232
274
278
354
338
316
276
296
337
282
185
228
237
247
178
217
245
185
148
164
251
294
185
169
162
180
176
176
176
136
169
118
73
107
144
85
115
141
121
107
56
118
112
101
32
26
86
86
53
100
97
149
103
49
42
122
89
60
82
81
109
57
39
59
132
88
12
-18
32
69
48
5
33
81
-21
3
50
92
37
35
54
89
73
-24
4
44
72
49
8
2
61
76
34
12
70
109
52
34
86
96
57
26
44
86
100
43
44
88
92
87
-17
-23
49
27
43
-43
-36
53
50
-10
32
72
103
53
53
53
84
150
38
37
96
29
-13
81
53
32
-6
-17
59
55
61
-21
6
5
3
2
10
74
61
20
38
105
53
18
52
73
57
38
17
72
68
37
6
21
92
18
41
-5
9
49
44
-10
39
114
64
27
161
307
456
466
691
727
704
617
522
435
317
137
25
-120
-246
-349
-499
-599
-609
-619
-627
-609
-530
-449
-379
-397
-365
-217
-171
-164
-117
-60
58
33
11
84
129
179
91
161
167
235
141
146
197
182
182
182
186
243
134
75
92
114
90
54
67
105
135
58
66
70
77
102
37
112
116
87
54
40
55
123
61
27
19
53
50
-10
59
86
75
61
69
75
97
43
-29
-9
18
68
35
60
45
104
71
24
76
92
50
4
43
65
-20
-45
65
123
66
48
68
70
71
35
16
49
98
137
82
27
51
86
86
20
115
71
12
3
-3
37
74
50
-7
45
80
80
1
43
97
42
38
11
64
56
21
21
21
76
72
58
117
81
83
35
9
57
27
-29
-59
44
48
10
9
89
99
36
37
80
69
59
-8
-2
60
19
8
39
43
61
4
16
53
69
41
17
7
97
23
28
21
73
73
18
40
87
74
53
8
20
87
48
-5
28
40
77
25
3
49
53
-5
11
32
97
7
17
34
72
74
19
70
37
36
70
5
27
84
108
7
16
56
150
247
313
550
452
434
448
499
307
119
358
429
284
244
244
244
248
283
283
283
283
212
60
-104
-137
-187
-491
-627
-812
-946
-1066
-1062
-974
-884
-676
-650
-513
-372
-242
-178
-120
-30
102
151
130
161
265
304
253
265
307
315
252
231
248
253
150
137
155
144
117
146
167
162
217
193
112
155
163
165
83
137
179
192
85
89
146
102
56
50
84
130
75
38
48
89
114
52
34
89
87
49
-1
25
102
18
-19
-13
33
103
13
11
24
98
123
22
21
68
98
10
26
26
26
81
64
68
73
52
-23
-11
18
60
24
-20
0
67
50
4
60
57
35
-46
-41
5
57
104
2
17
91
82
50
2
58
58
58
84
71
101
36
7
74
107
48
10
18
53
-5
-44
-10
28
68
80
32
51
67
0
-12
7
75
67
6
50
74
52
17
54
70
90
51
10
35
87
71
-6
0
74
88
50
-1
70
114
50
26
76
82
