EEG
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
135
52
108
-10
16
-24
-59
-51
-11
41
-8
24
64
52
52
52
52
54
75
24
39
69
86
27
-5
65
80
85
17
42
87
39
-10
13
53
75
57
-6
66
58
84
20
56
91
67
73
12
43
96
65
8
6
58
24
5
9
77
91
54
57
76
90
61
43
43
102
100
35
10
82
96
56
-8
75
112
11
1
55
72
72
10
26
101
103
64
10
34
93
90
35
54
112
96
96
96
83
74
53
-8
73
45
7
-27
17
24
103
43
-12
40
69
70
106
106
106
98
75
24
81
73
19
5
44
70
84
69
34
176
293
325
369
291
261
235
164
181
188
252
235
193
166
184
58
61
193
200
323
378
448
548
577
620
585
583
565
455
473
404
332
315
266
213
131
53
-171
-242
-378
-747
-1124
-1122
-974
-824
-826
-936
-778
-602
-776
-875
-733
-726
-566
-541
-493
-395
-273
-350
-230
-203
-165
-99
-55
90
180
320
330
329
343
333
249
305
312
384
378
233
248
220
305
280
245
215
289
289
289
217
308
314
161
156
121
121
153
106
164
146
138
120
178
130
116
86
98
131
16
-58
-35
18
82
44
6
12
81
34
8
-2
41
28
91
11
5
74
81
-5
17
86
133
35
10
118
128
83
8
26
98
104
49
8
34
91
114
19
28
56
113
34
92
93
107
41
2
4
113
54
11
-37
-46
19
-36
-29
57
83
48
-25
43
73
70
52
7
-3
116
22
-33
-13
71
48
11
56
102
100
100
100
19
70
33
13
20
22
3
5
28
51
18
5
20
56
68
10
7
65
97
90
48
49
129
77
22
83
121
98
0
1
34
57
-21
52
-17
106
-1
-5
36
59
5
-17
24
77
59
9
-28
18
68
11
-3
108
93
85
35
18
50
80
97
25
51
89
99
16
10
86
51
-1
17
17
40
22
23
-4
75
83
21
1
40
112
72
9
98
68
76
99
242
317
249
401
443
630
506
422
400
641
641
641
598
774
672
636
546
475
375
277
202
268
183
123
55
45
101
-27
-41
-122
-205
-305
-428
-498
-744
-1202
-1425
-1400
-1254
-1401
-1542
-1448
-1252
-1085
-1189
-1074
-708
-378
-396
-325
-184
-59
-24
84
324
363
405
313
353
380
451
322
289
359
464
451
445
363
372
344
253
277
277
345
288
341
388
340
253
168
216
184
200
209
195
161
123
71
192
139
201
118
85
59
120
87
64
60
161
76
87
85
56
66
51
-29
39
39
39
61
104
148
118
10
-19
-2
61
-42
-3
42
101
50
11
57
86
60
34
38
116
102
48
66
97
107
48
24
106
102
52
-1
9
70
77
25
68
93
80
4
12
114
107
53
17
64
73
-8
-7
7
-2
75
40
21
59
98
-1
17
45
108
55
22
53
92
77
72
-1
18
86
25
22
22
91
82
24
52
128
96
40
13
22
96
25
-10
0
42
66
-20
26
26
26
75
161
132
104
83
42
42
42
19
58
66
-3
37
42
-28
1
56
12
-8
-58
66
76
28
-14
51
64
85
-3
9
-3
39
11
-43
-13
34
52
6
44
86
93
7
51
96
109
67
6
1
119
123
65
18
17
96
24
-21
60
90
74
-14
28
68
-10
-30
24
84
54
17
66
125
85
34
6
25
61
50
17
96
220
250
308
315
521
580
443
376
629
584
560
336
424
458
438
304
388
372
288
253
97
93
244
92
-41
18
18
18
163
-60
42
64
-60
-236
-138
-267
-323
-476
-494
-475
-612
-884
-1113
-1361
-1378
-1288
-1288
-1288
-780
-772
-712
-637
-548
-561
-504
-452
-157
-82
-53
40
188
309
277
371
502
588
584
492
512
578
464
389
374
373
359
324
328
384
296
172
93
187
236
216
148
124
198
299
210
195
217
276
205
197
250
252
183
128
164
209
199
134
107
100
152
148
28
51
166
104
73
58
89
107
5
44
75
147
54
19
48
113
41
41
41
8
141
27
10
23
67
-2
-29
-22
58
25
5
-5
57
37
-33
36
54
40
19
9
97
60
52
-1
51
35
76
-20
37
44
5
23
27
85
60
60
2
100
70
24
-4
50
66
28
29
29
131
133
28
67
113
85
81
13
11
109
71
56
104
118
97
20
42
106
76
5
4
71
115
-22
-29
4
70
83
5
7
39
85
-6
1
38
82
-11
-2
66
74
51
28
90
101
69
-3
-29
26
-7
-7
-7
7
133
89
7
53
86
67
-18
26
40
90
-40
-21
83
58
25
56
187
301
205
184
310
279
341
125
218
97
208
215
187
196
289
169
146
115
226
316
192
262
293
313
215
160
205
229
176
65
-19
273
34
-105
-49
-57
-7
-51
-215
-119
-36
-181
-316
-247
-211
-300
-337
-377
-375
-610
-693
-1105
-1140
-1202
-888
-923
-850
-635
-525
-529
-403
